version,weight,weight_post,ft_hispanic,ft_black,ft_white,state2,dist,region,statefip,race,white,black,hispan,asian,whiteid,hispanid,blackid,asianid,raceid,pid7,pid3,ideo,pid_importance,education,education5,education4,age,income,gender,marital,fl_dem,fl_gop,fl_ingroup,fl_outgroup,condition_hard_for_blacks,blacks_no_special_favor,blacks_try_harder,blacks_got_less,rr,protest,petition,contribute_indv,contribute_party,contribute_group,work,campaign_actvt
"ANES2020TimeSeries_20220210",.2789912525,.2051448104,70,40,50,"MN",2,2,27,1,1,0,0,0,1,,,,1,5,0,5,0,6,4,3,45,16,1,4,0,70,70,0,4,4,1,4,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4616143418,.4027381298,75,75,75,"OR",5,4,41,1,1,0,0,0,5,,,,5,1,-1,4,-5,2,2,1,,-9,-9,4,90,0,90,0,1,2,0,1,.25,1,2,1,1,1,2,3
"ANES2020TimeSeries_20220210",2.489893693,3.15935444,100,100,100,"CA",47,4,6,2,0,1,0,0,,,1,,1,1,-1,,-5,2,2,1,53,10,1,6,100,0,100,0,2,4,0,1,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5424870854,.5013441541,50,50,50,"CA",27,4,6,1,1,0,0,0,3,,,,3,4,0,3,0,8,5,4,,22,1,6,60,10,,,2,0,0,3,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.030030925,.9214642027,70,70,90,"MI",4,2,26,1,1,0,0,0,3,,,,3,1,-1,2,-3,6,4,3,41,17,2,1,85,15,85,15,2,2,2,2,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5322075823,.4747647397,90,90,40,"IN",5,2,18,1,1,0,0,0,4,,,,4,1,-1,1,-4,3,3,2,34,6,1,6,65,0,65,0,1,0,0,1,.125,1,1,2,2,1,2,1
"ANES2020TimeSeries_20220210",2.154221577,1.522430413,70,70,70,"FL",18,3,12,3,0,0,1,0,,1,,,1,1,-1,3,-3,6,4,3,36,22,2,1,85,15,85,15,1,0,1,2,.25,2,2,1,1,2,1,3
"ANES2020TimeSeries_20220210",.4930707441,.4368801835,50,70,80,"PA",4,1,-1,1,1,0,0,0,1,,,,1,7,1,6,4,7,5,4,,17,2,1,40,60,60,40,2,3,3,4,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5101149594,.3623380522,60,40,50,"CA",5,4,6,1,1,0,0,0,5,,,,5,6,1,6,2,8,5,4,69,12,2,1,0,85,85,0,2,3,1,3,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.849975474,1.433426006,100,50,50,"CT",1,1,9,3,0,0,1,0,,2,,,2,1,-1,4,-4,7,5,4,29,9,2,6,70,40,70,40,4,0,0,1,.3125,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.515013077,2.55104954,80,75,75,"IL",12,2,17,1,1,0,0,0,4,,,,4,5,0,2,0,3,3,2,30,18,1,6,50,50,50,50,2,1,0,1,.25,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",.0733427999,.0486815982,70,70,70,"GA",5,3,13,1,1,0,0,0,4,,,,4,5,0,5,0,8,5,4,66,3,1,6,0,15,15,0,2,1,1,2,.375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.459058727,.3648468912,70,85,85,"VA",2,3,51,1,1,0,0,0,3,,,,3,1,-1,2,-4,4,3,2,75,10,1,1,85,30,85,30,4,3,2,4,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.017020814,.7447655884,75,85,85,"NJ",3,1,34,2,0,1,0,0,,,2,,2,1,-1,,-4,6,4,3,69,16,1,1,85,40,85,40,1,1,0,2,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.769896473,1.311089692,30,30,70,"MO",6,2,29,1,1,0,0,0,2,,,,2,5,0,7,0,2,2,1,73,8,1,1,0,70,70,0,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5424527779,.3767258079,70,95,95,"AL",7,3,1,2,0,1,0,0,,,2,,2,1,-1,,-3,6,4,3,52,1,2,1,100,0,100,0,2,3,1,2,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3133897269,.217973753,50,80,30,"ND",1,2,38,1,1,0,0,0,4,,,,4,6,1,4,3,6,4,3,32,1,2,1,20,80,80,20,4,1,3,4,.75,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5282610612,.4138139847,60,60,75,"OK",3,3,40,1,1,0,0,0,1,,,,1,7,1,7,4,3,3,2,76,10,1,1,15,85,85,15,4,3,3,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.45025729,.4076846566,50,50,50,"TX",5,3,48,1,1,0,0,0,2,,,,2,7,1,5,1,3,3,2,55,14,2,1,0,70,70,0,5,2,2,5,.875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1018647297,,,,,"MN",2,2,27,5,0,0,0,0,,,,,,7,1,6,2,6,4,3,80,1,2,3,60,70,70,60,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.3672245611,.2972514617,100,100,100,"AL",3,3,1,1,1,0,0,0,4,,,,4,7,1,6,3,3,3,2,28,3,2,6,0,70,70,0,2,4,2,4,.75,2,1,2,2,2,1,1
"ANES2020TimeSeries_20220210",.8427171157,.7609786549,50,50,50,"IL",1,2,17,3,0,0,1,0,,1,,,1,1,-1,2,-2,7,5,4,49,-9,1,1,60,0,60,0,1,0,0,1,.125,1,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",2.043979227,1.940325419,95,95,95,"TX",3,3,48,1,1,0,0,0,5,,,,5,7,1,7,2,3,3,2,52,19,1,1,0,70,70,0,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3055070245,.220549708,50,50,50,"FL",3,3,12,1,1,0,0,0,5,,,,5,6,1,4,2,6,4,3,68,7,2,1,40,30,30,40,2,1,2,2,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",6.932928699,6.650664838,100,100,100,"PA",10,1,42,1,1,0,0,0,5,,,,5,6,1,,1,2,2,1,19,18,2,6,85,15,15,85,2,4,1,2,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4625813314,.5359008444,70,70,70,"CA",15,4,6,6,0,0,0,0,5,,,,,4,,,,3,3,2,80,6,1,4,50,50,,,4,3,2,3,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7604258246,.6044830947,85,85,85,"MI",12,2,26,4,0,0,0,1,,,,1,1,1,-1,2,-3,6,4,3,51,16,1,1,60,15,60,15,2,3,1,4,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7886523208,.6882576772,,70,80,"CO",2,4,8,1,1,0,0,0,2,,,,2,7,1,6,4,2,2,1,77,9,2,3,15,60,60,15,3,3,2,4,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2085336927,,,,,"CA",4,4,6,1,1,0,0,0,,,,,,4,0,2,0,6,4,3,64,1,1,1,15,30,,,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.1406994395,.0959800567,60,60,70,"TX",8,3,48,1,1,0,0,0,3,,,,3,7,1,6,4,3,3,2,65,3,1,1,0,99,99,0,4,4,4,4,1,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1842316974,.1398658911,5,50,50,"WI",8,2,55,1,1,0,0,0,2,,,,2,7,1,4,5,3,3,2,33,1,2,1,0,100,100,0,2,4,4,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.50057347,1.433371121,100,100,80,"WA",7,4,53,1,1,0,0,0,5,,,,5,1,-1,2,-4,7,5,4,30,20,2,6,70,0,70,0,1,0,0,1,.125,1,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",.5616486735,.5382954257,50,50,70,"OH",12,2,39,1,1,0,0,0,4,,,,4,7,1,6,2,5,3,2,38,11,2,1,0,60,60,0,3,3,2,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3396353094,.2305799199,50,50,85,"NJ",5,1,34,1,1,0,0,0,3,,,,3,1,-1,2,-5,6,4,3,66,8,1,4,55,55,55,55,2,2,2,2,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",6.932928699,6.650664838,70,70,70,"UT",1,4,49,1,1,0,0,0,3,,,,3,6,1,6,3,2,2,1,20,22,2,6,15,85,85,15,2,2,3,3,.625,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8500424059,.677230651,50,50,50,"CA",24,4,6,1,1,0,0,0,5,,,,5,7,1,6,4,2,2,1,80,9,2,1,0,60,60,0,2,3,3,3,.6875,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",3.589782539,3.290674716,100,100,100,"MI",8,2,26,1,1,0,0,0,5,,,,5,7,1,6,4,2,2,1,72,15,2,4,0,100,100,0,3,2,2,2,.5625,2,1,1,1,2,2,2
"ANES2020TimeSeries_20220210",.9065392832,.8710127531,50,70,70,"NJ",7,1,34,1,1,0,0,0,3,,,,3,3,0,3,0,4,3,2,67,17,2,1,60,30,60,30,4,1,0,2,.4375,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.649108973,1.45905889,100,75,75,"CA",28,4,6,1,1,0,0,0,5,,,,5,7,1,6,5,6,4,3,48,21,2,1,0,70,70,0,2,3,1,3,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",5.332702954,5.769915504,70,60,70,"WA",7,4,24,6,0,0,0,0,3,,,,,2,-1,2,-1,3,3,2,21,22,1,6,50,0,50,0,1,0,0,1,.125,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",3.576987079,2.625694507,50,100,100,"OK",3,3,40,5,0,0,0,0,,,,,,5,0,4,0,1,1,1,78,16,1,1,50,50,50,50,1,4,0,1,.375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2081024209,.1572028264,70,70,70,"PA",14,1,42,1,1,0,0,0,3,,,,3,6,1,4,1,7,5,4,34,1,2,1,0,60,60,0,3,1,2,3,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6535939093,.6233977811,50,50,85,"PA",11,1,42,1,1,0,0,0,2,,,,2,7,1,6,2,2,2,1,80,5,2,3,0,85,85,0,4,3,3,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6896119643,,,,,"OH",12,2,-1,6,0,0,0,0,,,,,,2,-1,4,-3,3,3,2,34,5,2,6,60,30,60,30,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",1.047789041,1.034542463,60,60,60,"NC",10,3,-1,1,1,0,0,0,3,,,,3,7,1,6,5,3,3,2,41,17,2,1,30,85,85,30,4,0,1,3,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3577305539,.2782322258,50,85,85,"OH",3,2,39,1,1,0,0,0,5,,,,5,3,0,1,0,3,3,2,73,6,2,4,85,15,85,15,2,3,1,4,.625,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",3.769334512,3.971720393,100,100,100,"CA",44,4,6,3,0,0,1,0,,1,,,1,6,1,4,3,2,2,1,38,9,1,1,100,40,40,100,4,4,4,5,1.0625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2980314816,.2491106564,50,50,50,"NY",25,1,36,1,1,0,0,0,1,,,,1,5,0,4,0,7,5,4,69,13,2,3,40,70,70,40,4,1,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4214240615,.2935012231,85,85,85,"IL",13,2,17,1,1,0,0,0,1,,,,1,7,1,6,4,3,3,2,76,6,1,1,0,85,85,0,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6560946077,.5086633891,75,75,75,"MN",4,2,27,1,1,0,0,0,5,,,,5,5,0,5,0,6,4,3,53,13,1,1,0,60,60,0,5,4,3,5,1.0625,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.357086291,2.170503852,95,95,,"NE",1,2,31,1,1,0,0,0,4,,,,4,7,1,6,3,3,3,2,49,21,1,1,15,85,85,15,2,0,2,3,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9702786466,,,,,"WA",8,4,53,1,1,0,0,0,,,,,,3,0,3,0,7,5,4,40,21,1,1,60,0,60,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.1341904255,.1077103441,100,100,100,"KY",1,3,21,1,1,0,0,0,5,,,,5,1,-1,3,-4,5,3,2,80,3,2,3,85,50,85,50,1,2,0,1,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6471476122,.8728405265,70,85,4,"IL",4,2,17,1,1,0,0,0,5,,,,5,4,0,1,0,6,4,3,28,7,1,1,0,0,,,1,0,0,2,.1875,1,1,2,1,2,2,1
"ANES2020TimeSeries_20220210",1.757325201,1.421907984,60,70,100,"IL",12,2,17,1,1,0,0,0,1,,,,1,7,1,5,5,2,2,1,57,11,1,1,0,100,100,0,5,4,3,2,.875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1124085685,.0799924778,70,85,70,"GA",11,3,13,1,1,0,0,0,3,,,,3,1,-1,3,-4,5,3,2,71,4,2,6,70,15,70,15,2,3,1,2,.5,2,1,2,2,2,1,1
"ANES2020TimeSeries_20220210",.4094680648,.3632703152,100,100,70,"OR",2,4,41,1,1,0,0,0,4,,,,4,2,-1,1,-2,7,5,4,38,11,1,1,85,30,85,30,1,0,0,1,.125,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3713973582,,,,,"MO",5,2,29,6,0,0,0,0,,,,,,1,-1,5,-5,2,2,1,79,1,2,4,85,40,85,40,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.3730804683,.275601396,60,60,60,"WA",10,4,53,1,1,0,0,0,5,,,,5,2,-1,2,-1,6,4,3,36,9,1,4,70,15,70,15,1,1,0,2,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.792856325,,,,,"OR",1,4,-1,1,1,0,0,0,,,,,,2,-1,4,-1,1,1,1,21,4,1,6,70,40,70,40,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.4733707454,.4768637302,85,90,70,"NY",7,1,36,1,1,0,0,0,4,,,,4,3,0,2,0,7,5,4,42,20,2,6,70,0,70,0,1,0,0,1,.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6336310008,.5276963088,50,50,50,"TX",25,3,48,1,1,0,0,0,5,,,,5,5,0,5,0,6,4,3,61,18,1,1,15,60,60,15,5,3,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3812960593,.3177460313,100,100,100,"AL",3,3,1,2,0,1,0,0,,,1,,1,1,-1,4,-4,7,5,4,53,15,1,4,100,30,100,30,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6070162503,.4170846471,50,50,50,"TX",34,3,48,3,0,0,1,0,,3,,,3,4,0,4,0,3,3,2,,7,1,1,,,,,3,2,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1199867145,.0721393085,70,85,85,"OH",8,2,39,1,1,0,0,0,1,,,,1,1,-1,,-3,3,3,2,79,4,1,3,100,60,100,60,2,4,3,3,.75,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.8230460736,.5884983359,50,50,50,"TN",3,3,47,1,1,0,0,0,5,,,,5,7,1,6,3,8,5,4,63,10,2,1,15,50,50,15,2,2,1,4,.5625,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.676607559,.6707500551,100,100,100,"TX",30,3,48,1,1,0,0,0,5,,,,5,3,0,2,0,7,5,4,37,17,1,6,80,0,80,0,1,0,0,2,.1875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.260108921,,,,,"NH",1,1,33,5,0,0,0,0,,,,,,7,1,5,1,5,3,2,64,10,2,1,0,60,60,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",1.595631805,2.39075687,85,85,85,"CT",4,1,9,2,0,1,0,0,,,1,,1,2,-1,2,-4,2,2,1,63,5,1,4,85,0,85,0,1,1,0,1,.1875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",3.483578489,3.493437418,70,70,70,"FL",17,3,12,6,0,0,0,0,5,,5,,,4,0,4,0,3,3,2,56,20,2,3,50,15,,,2,1,1,3,.4375,2,1,1,1,1,2,3
"ANES2020TimeSeries_20220210",.420313028,,,,,"VT",1,1,50,6,0,0,0,0,,,,,,4,0,5,0,4,3,2,40,-5,2,1,15,30,,,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.3662240081,.3449773099,100,100,100,"PA",4,1,42,1,1,0,0,0,5,,,,5,6,1,5,1,6,4,3,56,11,2,4,0,70,70,0,5,3,2,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3300587457,.2479387367,85,100,40,"MD",8,3,24,1,1,0,0,0,5,,,,5,1,-1,1,-4,8,5,4,77,-9,2,6,70,0,70,0,1,0,0,1,.125,1,1,1,1,1,2,3
"ANES2020TimeSeries_20220210",.5571625234,.4714885351,50,50,50,"PA",12,1,-1,1,1,0,0,0,3,,,,3,7,1,7,3,6,4,3,26,8,2,4,0,60,60,0,4,2,3,5,.875,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7516564236,.502688099,50,50,50,"OK",3,3,40,1,1,0,0,0,3,,,,3,7,1,6,5,6,4,3,80,6,1,1,15,85,85,15,4,4,2,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.799901151,,,,,"IN",2,2,18,1,1,0,0,0,,,,,,3,0,3,0,7,5,4,43,17,2,1,50,50,50,50,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",1.111915191,,,,,"WY",1,4,-1,6,0,0,0,0,,,,,,4,0,4,0,2,2,1,28,5,1,6,40,50,,,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.512563101,.4790129045,75,45,85,"AZ",5,4,4,1,1,0,0,0,3,,,,3,4,0,3,0,7,5,4,33,19,1,1,35,35,,,5,3,2,4,.875,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8769164879,.7156402783,60,70,85,"AL",3,3,1,1,1,0,0,0,2,,,,2,5,0,6,0,7,5,4,67,19,2,1,0,60,60,0,2,3,1,4,.625,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",.2611417751,.1713527891,50,100,95,"FL",15,3,12,2,0,1,0,0,,,1,,1,1,-1,5,-5,6,4,3,61,2,2,6,60,0,60,0,1,0,3,1,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.463636293,1.146521185,90,85,30,"TX",15,3,48,3,0,0,1,0,,1,,,1,3,0,4,0,4,3,2,48,22,1,1,85,0,85,0,4,2,3,4,.8125,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",1.083672899,,,,,"LA",6,3,22,1,1,0,0,0,,,,,,7,1,6,4,3,3,2,62,17,2,1,15,100,100,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.5090026859,.4663779273,50,60,85,"NC",2,3,37,1,1,0,0,0,2,,,,2,5,0,6,0,7,5,4,55,20,1,1,60,15,15,60,4,1,1,2,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.371349796,,,,,"VA",5,3,51,1,1,0,0,0,,,,,,7,1,7,5,1,1,1,67,6,1,1,0,100,100,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.5590184168,.8220676847,100,100,100,"MS",3,3,-1,1,1,0,0,0,1,,,,1,2,-1,3,-1,1,1,1,36,1,2,1,50,50,50,50,2,4,0,3,.5625,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1275392556,.1628743359,70,,85,"PA",5,1,42,1,1,0,0,0,3,,,,3,7,1,4,2,3,3,2,78,-9,2,1,40,85,85,40,4,3,3,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.597692095,2.568128994,100,100,50,"MA",5,1,25,1,1,0,0,0,4,,,,4,1,-1,4,-4,3,3,2,36,12,1,6,85,0,85,0,2,1,0,2,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3241804735,.2499098382,40,40,40,"NJ",5,1,34,1,1,0,0,0,3,,,,3,3,0,4,0,5,3,2,64,14,1,3,70,0,70,0,2,0,0,2,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.302741998,1.194728148,40,50,50,"SD",1,2,46,1,1,0,0,0,3,,,,3,5,0,4,0,7,5,4,45,18,2,1,15,80,80,15,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6002432665,.8970104005,50,60,30,"PA",2,1,42,2,0,1,0,0,,,4,,4,2,-1,2,-1,6,4,3,38,8,2,6,70,0,70,0,2,1,0,2,.3125,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.247459193,3.483808937,50,50,50,"OH",15,2,39,6,0,0,0,0,3,,,,,2,-1,,-1,2,2,1,24,15,1,5,15,15,15,15,3,2,4,3,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.739823848,2.01074631,70,50,50,"TX",31,3,48,1,1,0,0,0,5,,,,5,7,1,,4,2,2,1,65,6,1,3,30,70,70,30,5,4,0,4,.8125,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7715761075,,,,,"CT",4,1,9,1,1,0,0,0,,,,,,6,1,5,1,6,4,3,,22,2,1,15,70,70,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.8386717513,.7443952934,100,50,100,"CA",39,4,6,1,1,0,0,0,5,,,,5,1,-1,,-1,5,3,2,37,16,2,1,85,15,85,15,5,4,3,5,1.0625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5142184307,.4777211691,85,85,85,"PA",14,1,42,1,1,0,0,0,4,,,,4,6,1,,1,3,3,2,58,-9,1,1,50,60,60,50,3,4,3,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",5.865733511,5.984326917,50,50,50,"CA",41,4,6,1,1,0,0,0,4,,,,4,1,-1,,-1,2,2,1,62,17,2,4,100,0,100,0,2,2,2,2,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6244921838,.4775661487,100,90,85,"OR",4,4,41,1,1,0,0,0,5,,,,5,1,-1,2,-2,6,4,3,44,6,1,6,85,0,85,0,1,0,0,1,.125,1,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",1.201354575,1.698213549,80,60,70,"AZ",6,4,4,1,1,0,0,0,5,,,,5,5,0,5,0,2,2,1,54,9,1,4,0,30,30,0,2,4,3,4,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3129921982,.2398759342,50,50,50,"MI",14,2,26,2,0,1,0,0,,,1,,1,3,0,4,0,3,3,2,42,10,2,6,70,0,70,0,3,2,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1267212204,.0985699455,,,0,"WY",1,4,-1,1,1,0,0,0,3,,,,3,4,,,,2,2,1,37,1,2,1,0,0,,,1,4,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9634751249,1.703161556,100,100,85,"TX",27,3,-1,3,0,0,1,0,,1,,,1,2,-1,4,-3,2,2,1,,-9,2,6,50,50,50,50,3,0,2,2,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.084808393,1.178036813,70,70,70,"VT",1,1,50,1,1,0,0,0,4,,,,4,3,0,3,0,6,4,3,32,20,1,1,60,15,60,15,1,1,0,1,.1875,2,1,1,2,1,2,2
"ANES2020TimeSeries_20220210",.7836499913,.6008490061,70,40,85,"WV",1,3,54,1,1,0,0,0,2,,,,2,5,,6,,4,3,2,67,6,1,1,15,50,50,15,4,4,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.468351388,1.047345412,100,100,100,"CA",40,4,6,3,0,0,1,0,,1,,,1,1,-1,2,-4,3,3,2,19,1,2,6,85,0,85,0,2,3,3,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3992701093,.1985244991,,60,60,"AL",2,3,12,3,0,0,1,0,,1,,,1,3,0,3,0,6,4,3,33,1,2,1,70,60,70,60,1,0,1,3,.3125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.0684843857,,,,,"OH",16,2,39,1,1,0,0,0,,,,,,1,-1,4,-3,3,3,2,63,-9,1,3,85,15,85,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",3.12859794,3.294214505,100,100,100,"TX",33,3,48,1,1,0,0,0,5,,,,5,7,1,6,4,2,2,1,55,22,1,1,30,70,70,30,5,4,2,5,1,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.293528185,1.213351468,50,50,50,"OH",4,2,39,,0,0,0,0,,,,,,7,1,6,1,2,2,1,,-9,-9,4,0,70,70,0,4,4,3,3,.875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2752620654,,,,,"PA",5,1,42,1,1,0,0,0,,,,,,2,-1,,-3,2,2,1,80,8,1,1,70,50,70,50,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.5008237725,.4948012694,60,70,70,"TX",22,3,48,1,1,0,0,0,4,,,,4,7,1,6,4,7,5,4,27,21,2,1,20,80,80,20,2,3,1,1,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1611591583,.1902695599,100,100,100,"OK",5,3,-1,3,0,0,1,0,,5,,,5,3,0,,0,3,3,2,38,3,1,6,60,50,60,50,4,3,4,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.160780724,1.917821423,50,50,50,"OH",14,2,39,1,1,0,0,0,5,,,,5,6,1,5,1,2,2,1,46,16,2,1,15,85,85,15,3,2,2,3,.625,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.720787709,2.932943353,,,,"CA",6,4,6,1,1,0,0,0,3,,,,3,1,-1,,-3,5,3,2,48,-9,2,1,85,30,85,30,4,1,0,2,.4375,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7074387015,,,,,"VA",5,3,51,1,1,0,0,0,,,,,,6,1,4,1,7,5,4,60,22,1,1,40,30,30,40,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.7349221134,1.085980327,100,100,0,"CO",7,4,8,5,0,0,0,0,,,,,,1,-1,4,-5,5,3,2,37,6,1,6,100,0,100,0,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.034433482,1.724440076,70,85,85,"MS",3,3,28,2,0,1,0,0,,,2,,2,1,-1,,-3,4,3,2,49,13,2,1,85,50,85,50,2,4,3,3,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.466356517,.3374677576,85,85,100,"CA",49,4,6,1,1,0,0,0,3,,,,3,1,-1,4,-4,3,3,2,80,5,1,1,100,0,100,0,2,3,3,2,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4982310898,,,,,"NY",19,1,36,3,0,0,1,0,,,,,,2,-1,2,-1,3,3,2,39,10,2,1,85,30,85,30,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",1.614494745,1.448521936,60,85,60,"GA",2,3,13,2,0,1,0,0,,,3,,3,2,-1,,-1,6,4,3,27,16,2,6,60,40,60,40,1,0,2,2,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",3.058562644,2.648330771,85,60,80,"MS",4,3,28,1,1,0,0,0,3,,,,3,5,0,6,0,2,2,1,61,7,2,4,40,85,85,40,4,2,1,3,.625,2,2,1,2,2,2,1
